id_queja,id_toma,categoria,descripcion,canal,prioridad,fecha_reporte,descripcion_limpia,largo_texto,categoria_modelo
Q32BA7EA30B,T7220DB253B,facturacion,MI RECIBO LLEGÓ CON UN COBRO MUCHO MÁS ALTO DE LO NORMAL.,telefono,baja,2025-09-23 03:45:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q89F48AA111,T0E868A3F47,drenaje,Se regresa el agua del drenaje hacia mi patio desde hace dos semanas.,telefono,baja,2026-07-22 14:58:00,se regresa el agua del drenaje hacia mi patio desde hace dos semanas.,69,drenaje
QDDF1EF4313,TC44518846F,atencion,REPORTÉ HACE DESDE EL LUNES Y TODAVÍA NO VIENE NADIE A REVISAR.,whatsapp,baja,2024-08-01 09:47:00,reporté hace desde el lunes y todavía no viene nadie a revisar.,63,atencion
Q69DF247EEE,T6372E1147F,fuga_calle,"HAY AGUA SALIENDO EN LA CALLE ALLENDE DESDE HACE DOS SEMANAS, SE ESTÁ TIRANDO TODA.",telefono,normal,2025-05-18 00:32:00,"hay agua saliendo en la calle allende desde hace dos semanas, se está tirando toda.",83,fuga_calle
Q0FD04FC480,T6453265506,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,telefono,baja,2025-01-08 09:45:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QDB2FD83F60,T005A9CE174,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",whatsapp,baja,2025-06-20 17:22:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
QDE20DB6BC3,T4CA807AAAE,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",presencial,normal,2024-08-19 19:49:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q3C0CCD72FB,T62A907AFA1,baja_presion,"Baja presión en Morelos, apenas llena una cubeta en diez minutos.",presencial,normal,2025-02-07 00:30:00,"baja presión en morelos, apenas llena una cubeta en diez minutos.",65,baja_presion
Q41C74FBCB4,T7B44E5C01C,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,whatsapp,normal,2025-02-02 01:56:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q2CFB0EB297,TD718599337,medidor,EL MEDIDOR MARCA CONSUMOS ALTÍSIMOS Y SOMOS DOS PERSONAS.,telefono,normal,2024-06-25 10:25:00,el medidor marca consumos altísimos y somos dos personas.,57,medidor
QE522222235,TFF833858D4,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,portal,normal,2026-06-25 15:24:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q932EAE6BAB,T9B658694D7,fuga_calle,"  Hay  agua  saliendo en la calle 5 de Mayo desde el fin de semana, se está tirando toda.",portal,normal,2024-05-05 05:50:00,"hay agua saliendo en la calle 5 de mayo desde el fin de semana, se está tirando toda.",85,fuga_calle
Q8B1522AE6B,TD81C7B0AC7,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",telefono,baja,2024-06-27 06:49:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q9CB93B68DB,TCDF5CCF9D1,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",telefono,normal,2026-05-03 06:13:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q869BC1C9A5,T005A9CE174,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,whatsapp,alta,2025-04-22 03:59:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QF343ECB3D9,T005A9CE174,drenaje,"Registro de alcantarillado tapado en Independencia, escurre a la calle.",telefono,normal,2025-08-28 10:04:00,"registro de alcantarillado tapado en independencia, escurre a la calle.",71,drenaje
Q4F27805C0E,T16385BC409,fuga_calle,"Reporto fuga en la vialidad de 5 de Mayo, el agua corre hacia la esquina.",telefono,normal,2024-03-03 21:33:00,"reporto fuga en la vialidad de 5 de mayo, el agua corre hacia la esquina.",73,fuga_calle
Q25D4A2C69E,T593C7D2F36,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,alta,2026-08-08 18:45:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QCCB73C155B,T6B76BCDCC8,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,portal,alta,2026-06-09 08:53:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QB47B1CF618,T1D1C3809AD,atencion,Llamé varias veces y no contestan el teléfono de atención.,portal,alta,2025-07-31 07:43:00,llamé varias veces y no contestan el teléfono de atención.,58,atencion
Q5910890E69,T54630B6404,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,portal,normal,2025-07-08 03:15:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q49250AEC47,TB1AE49FA20,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,telefono,normal,2025-08-13 03:59:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q37C9C49848,TCC371206BC,baja_presion,"Desde hace varios días el chorro sale débil, sobre todo en la mañana.",telefono,normal,2025-10-01 00:41:00,"desde hace varios días el chorro sale débil, sobre todo en la mañana.",69,baja_presion
Q4633097EEE,T87B30A11CA,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",whatsapp,alta,2025-12-01 19:04:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
QAD16C8BEFB,T599538981A,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,telefono,baja,2025-06-02 18:40:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q3265226A7C,T013C0F8B57,atencion,Llamé varias veces y no contestan el teléfono de atención.,telefono,urgente,2025-05-11 18:25:00,llamé varias veces y no contestan el teléfono de atención.,58,atencion
Q0B9D625127,TE8DF4BFC62,fuga_calle,FUGA EN LA BANQUETA DE INDEPENDENCIA. EL AGUA NO PARA Y HUELE MAL.,portal,baja,2024-09-04 18:59:00,fuga en la banqueta de independencia. el agua no para y huele mal.,66,fuga_calle
Q2F445E4C05,T57E5EAB9B8,sin_agua,"No llega agua a mi domicilio desde hace tres días, los vecinos igual.",portal,baja,2026-04-14 15:18:00,"no llega agua a mi domicilio desde hace tres días, los vecinos igual.",69,sin_agua
Q2D1A198B40,T62A907AFA1,facturacion,MI RECIBO LLEGÓ CON UN COBRO MUCHO MÁS ALTO DE LO NORMAL.,telefono,normal,2025-08-21 21:56:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q164E497830,T5C97BD73CE,fuga_calle,"Tiene hace tres días brotando agua del pavimento en Guerrero, ya se hizo un charco grande.",whatsapp,baja,2025-04-25 17:01:00,"tiene hace tres días brotando agua del pavimento en guerrero, ya se hizo un charco grande.",90,fuga_calle
Q863CF1D16E,T0E3944E1C7,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,telefono,urgente,2025-02-03 02:49:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q7829828D7E,T188F8436EB,calidad_agua,"HUELE A CLORO MUY FUERTE Y SABE RARO, NO NOS ATREVEMOS A TOMARLA.",presencial,alta,2024-06-26 08:16:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q65C4E45BA2,TB308B5DC7A,facturacion,PAGUÉ EN LÍNEA Y EL RECIBO SIGUE APARECIENDO COMO PENDIENTE.,portal,urgente,2024-06-21 14:49:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
QEC785583E6,TBA7727A83B,fuga_calle,"  Hay  agua  saliendo en la calle 5 de Mayo desde hace tres días, se está tirando toda.",telefono,alta,2025-05-15 06:12:00,"hay agua saliendo en la calle 5 de mayo desde hace tres días, se está tirando toda.",83,fuga_calle
Q5285DFECA9,T592985E849,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",portal,baja,2025-12-10 21:40:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q10B6C19A88,T997FBB56CB,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",presencial,alta,2025-12-13 03:39:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q68D8884C46,T01F422D988,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",presencial,alta,2026-07-17 08:47:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
Q26976D3CCF,T0F2B41D96D,calidad_agua,El agua sale turbia y con tierra desde desde el lunes.,telefono,alta,2024-11-25 00:26:00,el agua sale turbia y con tierra desde desde el lunes.,54,calidad_agua
Q95D3A8D1DF,T3B6195226D,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,telefono,normal,2025-08-20 10:03:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q6001DEF66F,T37BA3005AD,drenaje,El drenaje de Zaragoza está desbordado y huele muy mal.,telefono,normal,2026-02-07 03:17:00,el drenaje de zaragoza está desbordado y huele muy mal.,55,drenaje
Q1BDABD6B1D,TCED7759D69,medidor,El medidor no marca nada aunque sí tengamos agua.,telefono,normal,2026-07-09 19:46:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
QE3D107011A,TCA03B52F53,drenaje,El drenaje de Morelos está desbordado y huele muy mal.,whatsapp,alta,2024-04-02 15:54:00,el drenaje de morelos está desbordado y huele muy mal.,54,drenaje
QBAAB307B44,T6A6F416B64,medidor,El medidor marca consumos altísimos y somos dos personas.,portal,baja,2025-08-11 23:44:00,el medidor marca consumos altísimos y somos dos personas.,57,medidor
QE15C296943,T5F78380FF1,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,normal,2025-03-24 10:23:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q10BCC54510,T1D1F227112,fuga_calle,Fuga en la banqueta de Hidalgo. El agua no para y huele mal.,telefono,normal,2026-08-12 11:37:00,fuga en la banqueta de hidalgo. el agua no para y huele mal.,60,fuga_calle
Q2A09767816,TBBD0028CDB,drenaje,EL DRENAJE DE MORELOS ESTÁ DESBORDADO Y HUELE MUY MAL.,portal,normal,2025-09-23 23:35:00,el drenaje de morelos está desbordado y huele muy mal.,54,drenaje
QA38A959B89,T58E4665FE8,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",portal,normal,2025-09-01 08:07:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q67C319016E,T711A4FB3DC,sin_agua,"NO LLEGA AGUA A MI DOMICILIO DESDE AYER, LOS VECINOS IGUAL.",whatsapp,alta,2026-02-27 02:35:00,"no llega agua a mi domicilio desde ayer, los vecinos igual.",59,sin_agua
Q374F8C4584,TFAE2AFD636,fuga_calle,  Fuga  en  la banqueta de Allende. El agua no para y huele mal.,whatsapp,normal,2025-12-20 20:24:00,fuga en la banqueta de allende. el agua no para y huele mal.,60,fuga_calle
QC6612FF0D4,TCDF5CCF9D1,calidad_agua,El agua sale turbia y con tierra desde el fin de semana.,presencial,normal,2025-09-04 12:26:00,el agua sale turbia y con tierra desde el fin de semana.,56,calidad_agua
Q8EB1B2866A,T63245D9338,fuga_calle,"Hay agua saliendo en la calle Guerrero desde hace tres días, se está tirando toda.",portal,alta,2025-11-03 12:54:00,"hay agua saliendo en la calle guerrero desde hace tres días, se está tirando toda.",82,fuga_calle
Q3B850D36F3,T9AEC04CEE6,sin_agua,"No llega agua a mi domicilio desde ayer, los vecinos igual.",whatsapp,alta,2026-03-21 22:05:00,"no llega agua a mi domicilio desde ayer, los vecinos igual.",59,sin_agua
QD34690E51E,TCFB896C903,sin_agua,"Sin abasto en toda la calle Hidalgo, nadie tiene agua.",presencial,normal,2026-06-06 20:10:00,"sin abasto en toda la calle hidalgo, nadie tiene agua.",54,sin_agua
Q40A50639CF,T5B2FD74A85,calidad_agua,El agua sale turbia y con tierra desde hace varios días.,telefono,alta,2025-10-09 15:47:00,el agua sale turbia y con tierra desde hace varios días.,56,calidad_agua
QADC99612D8,T9B1CF87E17,baja_presion,"Baja presión en Independencia, apenas llena una cubeta en diez minutos.",presencial,alta,2025-07-26 20:26:00,"baja presión en independencia, apenas llena una cubeta en diez minutos.",71,baja_presion
Q2F770DE2BC,T0380D1AD85,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,presencial,normal,2024-12-31 12:56:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q64810FCE72,T0C38B9638D,fuga_toma,La llave de banqueta gotea sin parar desde ayer.,telefono,normal,2025-09-30 02:12:00,la llave de banqueta gotea sin parar desde ayer.,48,fuga_toma
QBCDF3E6050,T4D34DCD6FE,fuga_calle,Fuga en la banqueta de Guerrero. El agua no para y huele mal.,presencial,normal,2026-02-26 03:35:00,fuga en la banqueta de guerrero. el agua no para y huele mal.,61,fuga_calle
Q775757006C,T62F138B69F,fuga_calle,"Hay agua saliendo en la calle Hidalgo desde hace varios días, se está tirando toda.",telefono,normal,2025-03-15 15:04:00,"hay agua saliendo en la calle hidalgo desde hace varios días, se está tirando toda.",83,fuga_calle
Q1C7A17C5E4,TF07D19AE17,medidor,El medidor no marca nada aunque sí tengamos agua.,portal,normal,2025-05-18 12:42:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
Q237CDD2D01,TE7328B9E12,calidad_agua,El agua sale turbia y con tierra desde hace varios días.,whatsapp,baja,2026-08-01 20:30:00,el agua sale turbia y con tierra desde hace varios días.,56,calidad_agua
Q49211FE1D1,TB1A6FA6009,fuga_toma,La llave de banqueta gotea sin parar desde desde el lunes.,telefono,normal,2024-06-27 23:38:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
Q562FCC4A07,T4C0FAA9237,sin_agua,"NO LLEGA AGUA A MI DOMICILIO DESDE AYER, LOS VECINOS IGUAL.",telefono,normal,2025-04-11 09:11:00,"no llega agua a mi domicilio desde ayer, los vecinos igual.",59,sin_agua
Q552694E2D7,TF8CD7DEDDA,calidad_agua,SALE AMARILLENTA Y MANCHA LA ROPA AL LAVAR.,telefono,baja,2025-09-03 17:01:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q7B448F791E,TAB633F4546,sin_agua,"No llega agua a mi domicilio desde hace varios días, los vecinos igual.",telefono,normal,2025-08-03 20:36:00,"no llega agua a mi domicilio desde hace varios días, los vecinos igual.",71,sin_agua
Q18823FDCFB,TAB633F4546,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",presencial,baja,2024-04-10 11:53:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
QE5E35C6409,T6FEE2A0A85,fuga_calle,Fuga en la banqueta de Reforma. El agua no para y huele mal.,presencial,alta,2026-02-27 21:05:00,fuga en la banqueta de reforma. el agua no para y huele mal.,60,fuga_calle
Q33B43AC25D,TC653350390,drenaje,HAY AGUAS NEGRAS SALIENDO DE LA COLADERA DE LA ESQUINA.,presencial,alta,2024-05-31 05:19:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
Q9A0A99E568,T63245D9338,fuga_calle,"Reporto fuga en la vialidad de Reforma, el agua corre hacia la esquina.",portal,baja,2026-05-15 16:06:00,"reporto fuga en la vialidad de reforma, el agua corre hacia la esquina.",71,fuga_calle
Q1D26C7384E,T124789ED12,drenaje,"Registro de alcantarillado tapado en Independencia, escurre a la calle.",presencial,normal,2025-10-11 15:24:00,"registro de alcantarillado tapado en independencia, escurre a la calle.",71,drenaje
Q60147CF348,TC97F0C81C8,baja_presion,"Desde la semana pasada el chorro sale débil, sobre todo en la mañana.",presencial,baja,2025-12-07 03:35:00,"desde la semana pasada el chorro sale débil, sobre todo en la mañana.",69,baja_presion
Q7ED3B16472,TD6051C60DD,atencion,Fui a ventanilla y nadie me supo dar información de mi trámite.,whatsapp,normal,2024-07-30 16:13:00,fui a ventanilla y nadie me supo dar información de mi trámite.,63,atencion
QAEF6F5D6CA,T5B2FD74A85,fuga_calle,"Tiene hace tres días brotando agua del pavimento en Reforma, ya se hizo un charco grande.",whatsapp,normal,2025-02-14 06:17:00,"tiene hace tres días brotando agua del pavimento en reforma, ya se hizo un charco grande.",89,fuga_calle
Q23A57E40BC,T46D0D9FE06,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,alta,2024-08-17 23:47:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q159E4BF5F4,TF6199DECCB,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",telefono,normal,2025-04-09 14:05:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q0A8FDF50DE,T2A7B7C0706,fuga_calle,"Hay agua saliendo en la calle Allende desde la semana pasada, se está tirando toda.",portal,alta,2025-10-16 03:21:00,"hay agua saliendo en la calle allende desde la semana pasada, se está tirando toda.",83,fuga_calle
QE7ECD8E543,T4B2228F178,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",portal,normal,2024-06-17 04:08:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q33EB3F9EF0,T3AF0CA5142,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",telefono,alta,2026-04-10 14:10:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q1569852E49,T0185184B59,fuga_calle,"Reporto fuga en la vialidad de Morelos, el agua corre hacia la esquina.",portal,alta,2024-11-03 15:49:00,"reporto fuga en la vialidad de morelos, el agua corre hacia la esquina.",71,fuga_calle
Q56AA8CCE92,TEAED0D702E,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",portal,normal,2025-02-26 16:32:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q70ADDA6C66,T61903D0C08,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,whatsapp,alta,2025-03-21 06:35:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QE5214D3D37,TA54FDBC969,fuga_calle,"Tiene hace tres días brotando agua del pavimento en Independencia, ya se hizo un charco grande.",portal,alta,2024-12-01 21:59:00,"tiene hace tres días brotando agua del pavimento en independencia, ya se hizo un charco grande.",95,fuga_calle
Q47148F6154,TE13FCEC631,sin_agua,"Sin abasto en toda la calle Guerrero, nadie tiene agua.",telefono,alta,2025-05-28 18:25:00,"sin abasto en toda la calle guerrero, nadie tiene agua.",55,sin_agua
QA0565F47DF,T9BABD62590,fuga_calle,Fuga en la banqueta de Allende. El agua no para y huele mal.,portal,baja,2025-05-03 00:57:00,fuga en la banqueta de allende. el agua no para y huele mal.,60,fuga_calle
QC1BF8974EC,TB28F8F08F4,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,normal,2025-11-19 15:00:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QFDAF98DD26,T592985E849,drenaje,Se regresa el agua del drenaje hacia mi patio desde el fin de semana.,telefono,alta,2026-08-27 04:37:00,se regresa el agua del drenaje hacia mi patio desde el fin de semana.,69,drenaje
QEDBCBB503A,T62A907AFA1,baja_presion,"Desde la semana pasada el chorro sale débil, sobre todo en la mañana.",portal,alta,2024-04-20 06:52:00,"desde la semana pasada el chorro sale débil, sobre todo en la mañana.",69,baja_presion
Q179369FC02,T5C22EC11B8,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,presencial,baja,2025-06-01 20:55:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QEF777E695A,T7B44E5C01C,fuga_calle,"Hay agua saliendo en la calle Matamoros desde hace varios días, se está tirando toda.",whatsapp,alta,2024-04-05 23:42:00,"hay agua saliendo en la calle matamoros desde hace varios días, se está tirando toda.",85,fuga_calle
QB3EDDA2C81,T0070991C4A,fuga_calle,"Hay agua saliendo en la calle 5 de Mayo desde desde el lunes, se está tirando toda.",whatsapp,baja,2026-03-12 19:53:00,"hay agua saliendo en la calle 5 de mayo desde desde el lunes, se está tirando toda.",83,fuga_calle
Q566EC380C5,T98621FD0F2,fuga_calle,"Reporto fuga en la vialidad de Morelos, el agua corre hacia la esquina.",portal,alta,2026-08-03 09:15:00,"reporto fuga en la vialidad de morelos, el agua corre hacia la esquina.",71,fuga_calle
QFDAFD57B7A,T518D652731,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,portal,normal,2026-01-01 04:08:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QF7C34D5682,T78A401EEAD,medidor,"Se llevaron el medidor de mi toma, ya no está en la caja.",telefono,normal,2025-04-08 06:19:00,"se llevaron el medidor de mi toma, ya no está en la caja.",57,medidor
Q8906F0A1E6,TCFB896C903,fuga_toma,La llave de banqueta gotea sin parar desde desde el lunes.,presencial,normal,2025-01-20 16:19:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
Q0316FC50B2,T6B76BCDCC8,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,presencial,baja,2025-09-13 05:44:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QF4B6C24987,T148BA00559,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,normal,2024-12-02 16:39:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q0C386427DF,T0197678D11,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,telefono,baja,2024-03-13 11:18:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q6B0DE1D261,T4EBE5132B6,fuga_calle,"REPORTO FUGA EN LA VIALIDAD DE 5 DE MAYO, EL AGUA CORRE HACIA LA ESQUINA.",presencial,normal,2026-02-12 09:28:00,"reporto fuga en la vialidad de 5 de mayo, el agua corre hacia la esquina.",73,fuga_calle
QC8168A127D,TE8DF4BFC62,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,presencial,normal,2024-09-07 20:07:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q6FF2BFDC8B,T16385BC409,sin_agua,"No llega agua a mi domicilio desde hace varios días, los vecinos igual.",presencial,normal,2025-04-15 20:36:00,"no llega agua a mi domicilio desde hace varios días, los vecinos igual.",71,sin_agua
QD6C2385B60,T5DA6DABC22,baja_presion,"El agua llega con muy poca presión, no sube al tinaco.",presencial,normal,2025-03-19 19:23:00,"el agua llega con muy poca presión, no sube al tinaco.",54,baja_presion
QD1C9866B1A,T488907BADA,fuga_toma,La llave de banqueta gotea sin parar desde hace dos semanas.,portal,baja,2024-02-26 20:05:00,la llave de banqueta gotea sin parar desde hace dos semanas.,60,fuga_toma
Q8145F495A6,T42EAACA5A6,atencion,Reporté hace hace tres días y todavía no viene nadie a revisar.,portal,normal,2025-09-12 19:00:00,reporté hace hace tres días y todavía no viene nadie a revisar.,63,atencion
Q3C353264FD,T136877D852,sin_agua,"NO LLEGA AGUA A MI DOMICILIO DESDE LA SEMANA PASADA, LOS VECINOS IGUAL.",telefono,urgente,2026-08-06 14:09:00,"no llega agua a mi domicilio desde la semana pasada, los vecinos igual.",71,sin_agua
Q8A9EC8A3DE,T1629374829,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,whatsapp,normal,2024-10-07 08:34:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q7552B23122,T75D0C6EEF9,drenaje,El drenaje de Zaragoza está desbordado y huele muy mal.,telefono,alta,2024-12-27 12:03:00,el drenaje de zaragoza está desbordado y huele muy mal.,55,drenaje
Q9CB8FB9CF9,T5D0DA4A5A3,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",telefono,normal,2026-06-25 21:26:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q84F014063B,T929701588B,sin_agua,"Sin abasto en toda la calle Guerrero, nadie tiene agua.",telefono,normal,2024-11-08 09:10:00,"sin abasto en toda la calle guerrero, nadie tiene agua.",55,sin_agua
Q7DD2A85133,T03D524AC98,fuga_toma,ME SALE AGUA POR LA TOMA DE MI DOMICILIO AUNQUE TENGA TODO CERRADO.,telefono,normal,2026-05-04 13:26:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QB4BD959EE9,TDCBC842E3A,fuga_calle,"Tiene la semana pasada brotando agua del pavimento en 5 de Mayo, ya se hizo un charco grande.",portal,normal,2024-11-28 00:12:00,"tiene la semana pasada brotando agua del pavimento en 5 de mayo, ya se hizo un charco grande.",93,fuga_calle
Q2735FFC7F8,TEAD9E81003,fuga_toma,CREO QUE TENGO UNA FUGA: CERRÉ TODO Y EL MEDIDOR SIGUE GIRANDO.,whatsapp,normal,2025-03-25 01:55:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
QCFA094654B,T363192FB18,baja_presion,"Desde ayer el chorro sale débil, sobre todo en la mañana.",portal,normal,2025-12-19 09:23:00,"desde ayer el chorro sale débil, sobre todo en la mañana.",57,baja_presion
Q6D3FD36415,TDFD739AFF7,drenaje,Se regresa el agua del drenaje hacia mi patio desde ayer.,portal,normal,2024-10-10 01:16:00,se regresa el agua del drenaje hacia mi patio desde ayer.,57,drenaje
Q713DBFE75A,T26D49D2B10,fuga_toma,La llave de banqueta gotea sin parar desde desde el lunes.,presencial,normal,2024-10-15 06:00:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
Q9C3D0643B8,TA7CD008CD2,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,normal,2025-11-22 05:13:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q203CF32514,T9BF23AC92B,atencion,Mal trato del personal al preguntar por mi aclaración.,presencial,normal,2026-08-19 02:15:00,mal trato del personal al preguntar por mi aclaración.,54,atencion
QD8523385DC,T39FECD2D40,atencion,  Fui  a  ventanilla y nadie me supo dar información de mi trámite.,telefono,alta,2024-01-27 02:58:00,fui a ventanilla y nadie me supo dar información de mi trámite.,63,atencion
Q8CB303B756,TC5E02C2AE1,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,telefono,normal,2024-08-07 00:08:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
QC46ED4B7E6,T393F331539,atencion,Reporté hace el fin de semana y todavía no viene nadie a revisar.,telefono,normal,2024-09-24 16:00:00,reporté hace el fin de semana y todavía no viene nadie a revisar.,65,atencion
QB884CCF4F0,T6DD4962896,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,whatsapp,normal,2025-02-18 12:39:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
Q67B1FFC90F,T4D40D256FE,fuga_calle,Fuga en la banqueta de Matamoros. El agua no para y huele mal.,portal,alta,2025-06-22 05:42:00,fuga en la banqueta de matamoros. el agua no para y huele mal.,62,fuga_calle
QC161541C4B,TEAED0D702E,medidor,El medidor marca consumos altísimos y somos dos personas.,portal,normal,2024-04-22 04:34:00,el medidor marca consumos altísimos y somos dos personas.,57,medidor
Q8ADA921B6F,T75D0C6EEF9,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",whatsapp,alta,2025-06-29 04:27:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q17AD294E5A,T926427EC22,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,portal,alta,2025-07-29 16:17:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
